sentiment,text,label
negative,"Hi,last night(10th April) I was prompted and asked to update software, while doing it update failed, software might have crashed, not able to even re start or reboot phone, AVB failed error is showing on screen.",0
positive,"Excellent camera, battery life and fast charging. Neptune Blue looks stunning and camera module is nicely organised though the bump is little awkward. Only problem is heavy weight. Otherwise excellent so far!",2
negative,Bad,0
positive,"Rory Fitzgerald , general manager , operations , Bristol Port , said : `` With the use of low maintenance technology we can save up to 30 per cent on servicing , plus the load sensing hydraulics can save us an extra 15 to 30 per cent on fuel consumption . ''",2
neutral,The group said it intends to initiate within this year the process of buyout of minority shareholders of Ragutis with the aim of becoming the sole owner of the company .,1
positive,excelant,2
negative,"Hi this phone is hanging and heating up a lot even on charge , call , net brouzing, watching video, that to unbearable camera lence is not fitted properly i can feel the sharp edge",0
negative,"Camera problem
Two said blerred",0
negative,Wrong commitment.Said no cost EMI and then charged 200 per month.Fake.Amazon should reverse this,0
positive,These products is very good and light weight.,2
positive,HAPPY MOTHER`S DAY TO MY BEAUTIFUL MOMMIES,2
positive,One of the best gaming smartphone ...must buy,2
positive,Morning tweeple,2
neutral,"Bought am m20 instead of m30 by mistake but it wasn't possible to return.
Anyway the phone is okay but lags a lot.
And a little heavy.",1
positive,ok,2
positive,I really impressed. Good product. Value for money.... I love it,2
neutral,"Poor network reception- Major issue. There are multiple threads available in Google...take an informed decision..

Slow finger print scanner‐ Minor issue and Manageable",1
positive,Redmi always good product launch but this one is best for another .I will suggest you buy this phone and last of one important line (pubg lover off cause buy this phone). I am also pubg lover 😎,2
neutral," I applaud you for accepting **** marriage, I have rels that are born again that hate me for it.",1
positive,"It is a best mobile phone in this price segment
-It has a 5000mah battery with a fast charger bundled in box. The battery is just awesome it goes on and on. It will easily last 2days of normal usage.
-it has triple camera with a wide angle lens. Overall camera is good considering the price point.
-Good performance and awesome ram management
-no cons, It's one of the best phone considering the price point",2
positive,Good product vivo,2
positive,"RT @kavithadavidson: I will totally stay tuned for god, Megyn. #GOPDebate",2
negative,"Strucks alot.
No use of making it a flagship phone..",0
negative,Itz about only 40 days Im using this product..poor network fetching..now i couldnt even use 2G .poor stability over network..no service  is the only thing its showing ..i have used the same sim on other mobiles it shows gud signal ..definetely i need a replacement or give back my money...worst product..how can i use a mobile without network..Amazon must help do something for this..,0
positive,"Was not satisfied first trip, service was awful and place was deafening.  But we thought food was worth trying again.  So, now that the place has been open and matured it is much better.  Our sever was good, the place was about 1/2 empty which made the noise level much more bearable.
Food, very good.  Not chicago family run good, but for the valley very good.
I asked for my shrimp to be spicy and it was.  Hsb can't handle so hot and his curried duck was mild as requested.  The mustard wraps, unusual and tasty.  Hsb loved the peanut sauce.  Chicken and lemongrass salad, good flavors.  We will be back.",2
neutral,batry backup is not good actualy very poor quilty batry quilty and not satisfaied with this phone,1
positive,Amanda was very helpful when we looking at the ferrits.....   A great pet store.,2
neutral, wasssup cocoliciousness!!! I knew u didn`t recognize me!  how`s ur daughter?,1
neutral,Speaker one is k but other one is not k,1
positive,Nice product,2
positive,Really awesome...,2
positive,I like this product. But sometimes the finger print sensor doesnot sense for me,2
positive,"This phone was amazing .. Camer quality superb as well as sound quality... I love this phone .. For gaming purpose its good ..

In simple words saying that the phone was ... Daaammmmm cool",2
negative,"This is not a good mobile. I didn't expect from samsung. It hang maximum time.

I suggest before purchase compare with MI, Realme.",0
positive,"Had a Great weekend!! and is in such a good mood, she doesn`t even mind being at work this morning!",2
positive,Battery backup very better,2
positive, your sister would ! hahah thats so funny !! i thought you liked them,2
positive,Fingerprint sensor function super but camera back very bad,2
positive,"It super fast and camera is excellent.I am loving it.
Cons no dongle inside the box",2
neutral,Lying with my new lab pup on my lap,1
negative,"Hanging issue even during the new phone set up.

Phone is very slow . Dont buy it. Even on the first day it was hanging so much.

DONT BUY",0
negative,"Can someone please tell me why people go here???

Went to breakfast with Deb L, and she had a Living Social deal or one of those deal thingies. The place was packed, probably because it's a holiday week.

That doesn't excuse the EXTREMELY poor service. We sat down and waited. And waited. Servers walked by every few moments, nobody stopped to fill our water glasses or take our order. Finally, we both said something to a girl who walked by. She seems mystified that there was a job to do. With that many people working, getting a cup of coffee shouldn't take 15 minutes. Yes. 15 freaking minutes.

Food? Mediocre at best. I got the traditional eggs benedict with home fries. The only saving grace with the amount of ham on it. The English muffin didn't seem to be toasted. The eggs were *ok* but nothing great. The home fries? My 9-year old niece could do a better job. My burps right now aren't even good enough to brag about.

I'm sure if the service had been better, I wouldn't be so miserable right now. My food coma isn't satisfying. I will *never* go here again. Ever. I felt stupid leaving a tip, it was THAT bad. 

Total. Fail. Blech.",0
positive,There is nothing to dislike about th product.  Battery backup is gr8 !! most essential .. Then comes camera front n back both r gud..  Functioning is good.  But sad thing is THEY didnt provide Any phone cover  not transparent one.,2
positive,Superb product. Value for money. Without any hesitation purchase it.,2
negative,"RT @BettyFckinWhite: -Can you answer this very direct question?
-I should be president. 
-So, no?
#GOPDebates",0
positive,Pretty decent for the price,2
positive,"Very good mobile, lives up to the ""Samsung brand"" expectations performance wise. Occasional bug crashes apart, flawless processing and response. Batter level at 5000mAh is more than sufficient and the fast charger boosts up your usage. Excellent camera (both front and back) triple camera at the back adds to lovely resolution while taking photos. User friendly. Worth the money paid!",2
positive,Fingerprint reader is very fast. Camera is good bt as a Samsung phone can be better. A good phone that can be personlised very easily. The only thing that I dislike is it's back cover it get scratched even after the cover is on.,2
negative,Phone hangs frequently.  Handling is poor.,0
neutral,Heat ho raha h phone delivery service bhi bekar h,1
positive,"Display is superb....everything is fine except there is lag while working on the fine...
Its actually Samsung so lag is actually expected...:-(",2
positive,display is very bad on outside not brighter good battery good charging nice speaker good camera only con is display not somuch contrast overall good value for money,2
neutral,"Camera is excellently designed, sharp picture  clarity but front camera  is not up to the mark.
Battery life is okay but  takes  long  time for  charge
Internet speed  is too slow in case of weak signal",1
neutral,Hello Bank Holiday Monday  hello revision ï¿½ï¿½,1
positive,It's looking good,2
negative,"Full full full lag in pubg if you want buy this phone for playing games please don't buy this phone.. All other things are good like camera, Sound,Battery etc..",0
negative,Worst camera quality,0
positive,Mobile is good. Back cover thoda damage nikla hai box main.,2
positive,Value for money... Do buy the productat its lowest variant because u will find much more better quality products than this by just paying few thousands extra..,2
negative,"Front camera is very bad, the images are mostly blurred. Shouldn't have gone for this.",0
negative,Not up to the mark. Very disappointed for the first time by samsung.,0
positive,This mobile really a awesome moble... I am glad to invest my money on this device. And OnePlus service is well better I am happy that OnePlus gives me 2 year manufacturer warranty and also thanks to Amazon.in who gives me free accidental screen replacement for 1yr.. after all i am so happy to have this 90hz display.💕💕💕,2
negative,  you may have to email the tech support ppl. that`s odd.,0
positive,Finger print couldn't read properly it's taking time and also the camera is not so good and do not focuses near things so good,2
negative,Waste phone,0
neutral,Overall the phone is very good but I am facing sim reception problem. The network never showed 100 % at my home and office where in earlier phones showed full network. I don't know how many people are facing this problem.,1
negative,"Nice phone with poor battery backup
Battery drain very fast
Within 3hrs of continue use will cost 90% of battery
Need to work a lot on battery",0
neutral," I was in row P, but i tried to run down to the front in Corrupted and  i could see you singing away",1
negative,Very very bad camera... don't buy this product,0
positive,Fantastic place to have a vacation..love this place. Close to shopping too...,2
positive, Thanks! Welcome back!,2
neutral,"RT @joeynovick: #GOPDebate #gopdebates #TheDayOne question: I'd vote for the guy who's says ""On Day One? I'm gonna chill. I'm f'kin exhaust…",1
positive,Unbelievable specs at this price. Anyone looking for good smartphone under ₹10k shall prefer this. Battery backup is stunning.,2
neutral,Good cell phone at an economical budget. But there is no ear phone with the phone as thats how the product been sold. There is a noise come out when ur phone in vibrate mode....else its working fine. The best phone for low light photography. Being photographer i was amazed to see its output when we clicked images in Mysore palace at 8pm.,1
negative,Very bad experience within 20 days phone display stop working only white light and flash coming and after visit samsung service center waiting for phone return from last 3 days. no respond receive from samsung yet,0
neutral,finished proofing the wedding from March .. now just waiting for export and upload before I can share  Still have 2 more sessions to do!,1
positive,To good,2
negative,The phone gets heated too much whenever the phone is kept idle with the modile data turned on.,0
neutral,My One plus 7pro have a fantom touch problem. This problem bother at the time of mobile use. One plus have to fix this problem,1
positive,Extraordinarily Awesome <3,2
negative,Someone has something to say to @LindseyGrahamSC #GOPDebate  https://t.co/gMa5XoJqHY http://t.co/rJ0rZ1Zmn2,0
neutral,Ok,1
negative,Mobile got switched off the second day and mobile has not been replaced yet.,0
positive,Camera is not as good as expected for 45 MP .. rest everything is excellent,2
neutral,I like all the features of this phone.  ITs very good.,1
positive,"Good, but camera slightly not up to the mark but remaining features are awesome.",2
positive,In this price range its amazing phone camera quality owsm battery backup also good and best feature Android one,2
positive,"VERY nice. The owner supports soldiers; we used a USO voucher here for a quick last-minute getaway before my husband deployed. The rooms are very clean and seem really updated. The staff is extremely nice and helpful, and the breakfast is pretty good. It's also RIGHT next to Ikea, can't go wrong there!",2
neutral,"If your budget is slightly high, go for Redmi note 7 pro or Real me 3 pro. They provide much better processors and Camera quality for 14k.",1
neutral,"For 4G lte network couldnt pick calls....we need to change it to 2G, or 3G to receive calls",1
positive,value for money,2
negative,"Did not meet expectations!
Camera is just okay! Not to the hype it gets for 48 Mega pixels...
Lot many issues like casting screen on TV always results in lag!
Touch isn't that great... Also the sound from speaker isn't that great!!",0
neutral,"Over all product is good.
Camera is high resolution and expect what is delivered. How ever. There is only one sim tray. Either you can have 2 Sims or 1 sim & an sd card.
This is the only draw back I see.",1
positive,Good,2
positive,Battery life is good,2
neutral,"The contract incorporates a Convergent Charging rating solution for voice and data , which includes Internet , GPRS , SMS , MMS and WAP .",1
positive,Overall average......Best in the budget,2
negative,My stomach is all EXPLODE from the wendys  why is everything that tastes good bad for you?,0
positive,"Does this phone covered by acko or not
According to the order on that's date offer is their with 6month screen warranty",2
neutral,time for bed up in 6 hours,1
positive,Nice but cemra low,2
positive,The fingerprint reader is bit slow other than that the overall device is good at this price,2
positive,😁😁,2
neutral,"Well what to say, Oneplus has killed it its own legacy. Previously known as flagship killer for better pricing... But now meh... Looks like Oneplus is trying to go as the likes of Samsung, and Apple of being EXPENSIVE. Overall i liked the performance, it's crazy fast, 90hz refresh rate makes the overall experience much better. Charging is super fast but, but the camera could have been much better, day light photos are good but when you try to take videos with the wide angle camera, it crops the frame. Performance is top notch, display is only thing I bought this phone. Super sharp and crystal clear QHD+ Oled display gives an immersive experience while watching videos and Netflix content. But battery life should have been improved from its last counterparts. On paper its 4000 mAh but because of the display that consumes more battery, it last atleast a day barely. Oneplus need to provide some serious updates for the existing bugs and need to improve in camera department.",1
negative,no comments,0
negative,"Only in month hanging problem in this phone. Camera quality is very bad. While watching movie its heating so much. Further main issue with amazon not giving good services to customer, product seem like local and useless. No value for money by purchasing products from amazon. Amazon usually put their website issues on customer that customer have done mistake while order. They always made customer fool that y customer don't know how to order.
I request you to not buy product",0
negative,"Totally waist of money worst smartphone from samsung...
It starts hangs after 5th day of purchase... Im very much dissappointed with this product samsumg service sentre also deny to replace this... Worst worts phone",0
positive,"Well,I have completed 2 months using M30 and here is my breakdown of pros and cons of this beast:
Pros:
1.The best thing about M30 is the performances where I didn't see any lag so far.
2.The amoled display at this price is an icing on the cake.
3.The battery life is one of biggest saver for heavy users like me.A fully charged M30 will last for one full day(HEAVY USERS)
4.Some of the camera pictures I shot with M30 awe some of my photography fraternity.I used to carry bulky DSLR for street photography,but I stopped doing that as I started relying much on M30 for candid street photography.
5.Android pie upgrades make the UI very easy.

Cons:
1.The biggest cons is the fast charging claims they made.After 1 month,I realised it takes more than 2 hours to fully charge.
2.The charging wire is too short which makes me think to purchase another adapter with lengthy wire.
3.This is not a beautiful looking phone compare to xiaomi and other mid range phones.

Except for all these cons,I feel pros overcome and this mobile is a beast for any mid range phones lovers who feels to change smartphone every year.",2
negative,"Processor very slow ,Network signal s also very low in city after usage of one month feedback. If I have chance to give it back , i will send to Amazon facility. Battery life and Charging good.",0
negative,RT @NoDigMaine: Hey #GOPDebate #Infastructure crumbling below our communities. What will you do to protect our future? http://t.co/iZDG065d…,0
negative,"Auto power on off at schedule time , is not available  in those phone. Very bad features.
Power button switch are not workķproperly",0
neutral,Good,1
negative,"I made a mistake from shifting from Oppo to Mi Poco F1
My Oppo F9 pro become slow I bought Mi Poco in frustration thinking a 8GB phone will solve the issues. But, its a NO as this phone takes two hours to charge 100% and battery too drains very fast. While Oppo was quick, 45 to 60 mins phone is 100% charged. Also, this phone is equally slow like Oppo which become slower after an year of using. Doesn't worth for the money spent on this",0
negative,Worst mobile ... I used only 1 week but mobile over hanging and camera setup poor... 48 mp camera quality is 12 mp or 16 mp rating. night time tooo poor and portrait mode too bad... Totally  waste of money,0
neutral,Tryin to figure all this out!! LOL,1
neutral,Everything is perfect except it become slow after downloading apps. Like call is coming and i can hear the ringtone but phone answering option doesnt come on screen. And response become slow as well which irritatrs the user,1
positive,"Very good product, camera quality is very good. Finger sensor could be more fast...One more thing, I didn't get receipt of my phone....Is there anyone else like me, who didn't get receipt..?",2
positive,"Heats up lot, is it normal for everyone or just this piece is having heating problem",2
positive,Value for money,2
neutral,"Food was good but I can't say I was terribly impressed overall.  The food kind of took a ridiculously long time even when only one other table was in the restaurant.  The appetizers came out fifteen minutes after our main meals - we had figured they forgot about it.

Tastewise, things were decent but not quite memorable.  I had a chicken shawarma and the whole ordeal was filling but a bit on the bland side.",1
negative,It`s tough being a thick chik,0
positive,Ok,2
negative,Worst quality.,0
negative,"Worst product, within 1 month from the date product is purchased, Display is not working. Please do not buy this worst mobile and I am very disappointed by Samsung",0
neutral,RT @palmaceiahome1: Rush Limbaugh seems to think #FoxNews did a hit job on Trump. #GOPDebate,1
positive,Very nice,2
positive,Best phone for battery and camera,2
positive,"Delightful overall experience. This was  for my son, a student",2
positive,Awesome phone from oppo,2
negative,"Lost his favorite thing he loves to always have on him, his story of the year Key Chain..",0
positive,"  thanks for the r/t, I was hoping I had some *classy* followers",2
negative,"Worst , durability not up to mark..
Screen broke in single drop",0
negative, so jealous,0
positive,Good product,2
positive,just bought 5 bouquets of flowers and put em all together and arranged them all pretty for my momma in the morning!  ::proud of myself::,2
positive,Ģøőð,2
negative,"Samsung is big brand...I like Samsung mobiles very much but this item disappointed me....when I put phone on charge I got massage that USB slot have moist, when their is no moist.....I want replacement for this.",0
negative,"totally Very poor
battery draiying very fast..
camera just avrg
Networking very bad...",0
positive,"The company , which celebrates its fiftieth anniversary next year , has been exporting distinctive detached homes to Central Europe for several decades .",2
positive,good,2
positive, This product is amazing and I'm happy with that because camera and display owwww it's just owsmmm I really like that phone,2
positive,Best looking phone,2
positive,Osm phone...one in all redmi,2
positive,Y supar good nisu,2
positive,Good,2
negative,"Went last week, and ordered a dozen variety. I didn't care for any of them, very dry, the frosting wasn't very good,even my 9 yr old daughter spit her cupcake out!",0
positive, thanks so much! we love fanmail  talk to us anytime,2
positive,It's a good product.,2
neutral,It's good product . Camera quality awesome and battery good this range mobile phone .,1
positive,Gud phone at fantastic price,2
positive,Need few improvements in camera. Eagerly waiting for Gcam mod on this beast and Always on display.,2
positive,Good,2
positive,Good,2
positive,Value for money. Good gifting option for Parents.,2
positive,"Best budget phone for multipurpose and reliable and video quality is awesome.
Gaming perdormance is also very nice and i am fully  satisfied with the product.",2
negative,"fingerprint 2/5, camera 3/5 battery 2/5 screen 3/5 ,Heat problem in winter",0
positive,This place is delicious. Great food and when they cook in front of you they do a lot of cool tricks and stuff. I would eat there everyday if I could afford it.,2
positive,Good mobile but fingerprint nothing,2
positive,Great mobile...,2
negative,Heats up very quickly & battery drains fastly. This item is not eligible for order cancel. You can only replace by the same model. Damn.,0
negative,RT @RWSurferGirl: So @megynkelly posed for adult pictures.should we bring that up? #GOPDebate  #GOPDebates,0
positive,Very good phone,2
positive,"This is definitely the best place for breakfast in Wickenburg.  Loved all the cowboy decorations, photos of actors from the early Westerns days, and the ""cuckoo"" clock which didn't cuckoo but instead whinnied like a horse.  Clean premises, very friendly staff, excellent service, and breakfast for the group came out in due time. Call ahead for groups of more than 4, as most of the booths are small.",2
negative,Battery life of this model of xiaomi is worst than any other model.I bought it by exchange of note 7 pro & I have in great trouble due to its battery life. after fully charged & power saving mode is on I have to done my works on mobile in 4 hrs as the mobile switched off after 4 hr.,0
negative,Dang! My voice wont came out! And my snots is covering all my tissues... DANGIT! I hate FLU!,0
negative,Please don't buy this,0
positive,Ok,2
positive,Great phone for price range,2
negative,Average,0
neutral,super Battery backup,1
positive,Good,2
positive,Normal mode bile,2
positive,This mobile is having slow fingerprint detection some times and front cam is good compare to note7 pro and battery backup is awesome.totally Samsung introduced nice phone compare dirty Chinese brands,2
positive,"I use this mobile from last 2.5 month , experience is amazing battery working good look is also fine and below 10k its choice of products form all mobile lover , I recommend this product to all customers",2
positive,"After the uses of 10 days I write this reviews...
I'm confused between rog 2 and 7t ...But my previous device is one plus 5 so for my satisfaction I purchase one plus 7t ....
Pros:
1) Display is big highlight of this phone, totally awesome , best ever in this price
2) If v watch a 1080p movie in this phone , u feel totally cinematic feelings 👌
3) Dolby atmos boost the sound quality at a top level ....It's totally speechless
4) 90 Hz smoothness, water resistant, alert slider and oxygen os makes me totally crazy about this phone
5) Warp charging -O my god this is just a one plus things ...Superb fast charging

Cons:
1) Battery backup little bit worried thing..But fast charging overshadow this
2) 3.5 mm jack missing but don't worry about that bcoz it makes ur phone feels cheaper ( u pay 37999 for premiunness ) and best wireless earphone fulfill the lackness
3) gorilla glass 5 ,so u have to invest 1000- 1500 more for a official one plus tempered glass ....",2
neutral,Very good product by MI,1
negative,All services r best by m20 but large problem with network... All Type of networking stranth always low.... and its very big point for samsung.... and now mobile is auto curved i dont know but its very big problem,0
neutral,@americans What do you think is the probability of @HilaryClinton becoming president? More / less than 50%? #GOPDebate,1
neutral,We*d Man On His Way     Yess!!    Time 2 Wake Up 4 Real  lol,1
neutral," How can i vote, it wont let me, says they closed the votes in her category  i wanna vote",1
positive,"This is hands down the best burrito in the East Valley! Fav's is always consistent and their prices are excellent! My standard meal is a California Carne Asada burrito, it comes with the most tender carne asada I've ever had. Also, their green and red sauce is a step above the competition, and they have great mexican rice, it comes with peas and carrots! Guac is exceptional, and they also have really tasty breakfast burritos that are available all day. Five stars for being consistent, clean and for having pleasant and professional employees! One more thing is that they close at midnight except for Sunday when they close at 10. Bummer but still the best!",2
neutral,Nice,1
neutral,"GeoSentric is acquiring extra financing by issuing a maximum of 220,000 new shares and a convertible bond with subscription rights for 880,000 shares , which have been fully subscribed .",1
neutral,Very nice,1
neutral,RT @goldietaylor: And now a word from God... #GOPDebate http://t.co/VkGvYttwtK,1
positive,I m using this for more than 2 mnths now it's amazing and as per the Price it's awsome.. Go for it i would say camera is really nice and processor overall it's good,2
positive,Super mobile in budget,2
negative,RT @Squintz1983: #GOPDebate pretty much http://t.co/fHg7FmG42d,0
positive,"Good buy, if you dont have any special needs for mobile, all your basic necessities will be fullufiled really well, the camera could have been better",2
positive,A new Kveyt light variety of Suomalainen Pekoni marketed under the Atria brand name is now available to consumers in Finland .,2
negative,"Bad very very bad I am not intrest to use this mobile here atter
This mobile not working now",0
negative,Plz don't purchase this phone poor camra quality and other function.,0
negative,Come on Vancouver. Throwing stuff onto the ice? I thought you Canucks were supposed to be all polite and stuff?,0
negative,The phone voice quality is worst,0
neutral,Best Camera Quality and Long battery life . And other features are not so good,1
negative,"Dear Samsung Team, i was not happy to purchase SAMSUNG PHONE due to bad experience in past, but the price of phone and features you are providing was force me to test one more time, but there is not change in performance, there is problem of hanging phone a lot i just purchased M30 one month before with 4/64 configuration i m failed to proper work. earlier was used MI phones since last 3-4 year but not a single time i was found such problems. Too Much Hanginggg",0
positive,Quicker response bcoz  of excellent processor,2
negative,@therobotjane @ChZuckBean @BillyDenton23 @SharkPrinceRen STARSCREAM IS DICK CHENEY #gopdebates,0
positive,"purchased it for my mother and she is liking it very much
overall decent phone for decent price",2
negative,Affordable,0
positive,My camera has an issue and battery draining,2
positive,One of a best phone available in mid range segment. Camera and battery are standalone along with Samsung one UI version 2.0 provides one a best UI experience. Best bid to for this if looking for a standard one.,2
negative,"Very bad
Waste of money",0
positive,Good,2
positive,Value for money,2
positive,Awesome product & amazon deliver process best,2
neutral," he`s not **** Lol. He`s a riot definitely, but not at nkotb concert. I want 2b a smitten girl with no distractions that night",1
neutral,Battery life is good but fingerprint reader and face lock is not working good. And A phone sometime lake.,1
positive,Super product. On time delivery. Keep it up.,2
negative,I`m really full and I feel sick,0
positive,Goodnight world and all who inhabit it!,2
positive,i ditched school ( i hate it ) and im taking a huge dump.......    it hurts REAL BAD!,2
neutral,bad battery life at this cost should provide earphones too,1
neutral,good product in this price,1
positive,The company feels these leases are prime locations due to several producing formations in the immediate area .,2
positive,Good product camera quality isawsom,2
positive,Everything is best but camera average h and bhot saare features h,2
positive,Phone is awesome,2
negative,I am very disappointed with this order because of I get only charger and phone. There was no head phone inside the packet. Normally all phone getting  head phone along with phone.,0
negative,"After 20days of using phone is heating up a lot, just for 1 r 2 phone calls it becomes v hot.
Don't go for it.",0
positive,"I bought this phone 4 months back
Battery is good, sometime it take some seconds more from changing the screen from vertical to horizontal and vice versa, camera is really good",2
negative,Phone condition is not good,0
negative,"The phone seems to be ok, but pathetic service from Samsung. There are frequent software issues due to incompetent engineering. Overall, I don't suggest not just this phone, but none of the Samsung phone to anyone",0
positive,Good,2
negative,Camera quality is very bad. Battery also not good,0
positive,Phone is simply amazing. It's been months using Oneplus 7T and I feel so satisfied. Camera quality is the plus with zero noise in the night capturing.,2
negative,"Not like as my expectation, phone getting heat while talking,  auto brightness doesn't work properly, camera clarity worst than expectations.",0
positive,Battery life is not satisfactory. Phone heating issue.,2
neutral,High on heating issues,1
neutral,Battery is draining fastly.otherwise ok,1
positive,"Bought for my wife being a pixel 3xl owner. I am so satisfied buying OnePlus, great hardware and dare Should I say has some great features in software that pixel will never offer
Best phone in 2019. This should actually have been the kind of hardware Google should have come up with for Pixel 4xl. Best value for money.",2
neutral,"After using for 2 months I am giving this review..
Camara quality..1/5
Performance..4/5
Battery..5/5
Brightness & Display..4/5
Model look and color.. 2/5
Sound quality...3/5",1
negative,"All that Glitters is not Gold. The same is true for Mi4i as well. Mi4i become hot when used for gaming. The speakers volume is very less if you want to enjoy music from the device without any ear phones. It hangs as well. The touch is not so good. Overall this seems the worse phone from Mi. So if you want to buy it think 10 times, it would be better if you could go with Moto g or any other phone which is cheaper and better in performance.",0
negative,"Delivered damaged item... and .... returned....
New mobile is having the problem of hotspot....

Bad quality....",0
negative,Not at all comparable with one plus 6.. internet speed is less.. every video hangs..speed is definitely less,0
positive,Good,2
positive,"Camera quality is too good in this price range.
Worth for money.",2
positive,"Fingerprint reader 4/5
only possible if you have big fingers
Camera - MI A3 have way better camera
Don't buy if you are buying for camera
Battery life - works a day in normal use
But as this is recommended for gaming you would have to charge twice a day

I bought this for:

Waterproof with IP reading
Gorilla glass
Ram and Internal storage
Does not heat while charging and gaming
Budget quality phone",2
positive,Overall nice decent mobile fulfilling all basic things needed in a mobile. Processor is good for above average day to day activities. Camera is very good. Screen resolution full Hd. Ram management is very smooth. Presence of notification led light and infrared blaster gives added benefit.,2
negative,I am very disappointed with the service of Amazon. My mobile is not working properly. I want to replace the same. But while the tecnician so detailed by Amazon visited my home to inspect the phone declared that there is no problem. As such the phone is not replaced by Amazon. I am a regular customer of Amazon. But this is first time I am experienced the very very poor service policy from Amazon. So I am bound to think to purchase any thing from Amazon in future. Sory to say again I am Very very disappointed from the service of amazon. I am not expecting such type of service from Amazon.,0
positive,"Performance is not the best. Can't expect more from this price range.
Display looking excellent. Text looks good.
Battery is pretty fine.
Touch response is very good.
Face unlock is quick.
Camera is okay.
This phone features Samsung pay mini, Secure folder which can only be found on high end Samsung devices. Also we can install apk of Samsung music player.

This is the best phone that can be bought for Rs8000/-

I'm using this as a secondary phone along with Samsung Galaxy S9.

Check my uploads...",2
neutral,"Overall not satisfied with the product and Full charge it will take 2 Hours time it's very pathetic
And sound clarity was not good very low volume compare to others",1
negative,"In a world full of competition, this is really a dull phone... Display may be super amoled but of no use if the screen resolution is not good....

I used Mi A2 and when I look at A3 its a waste of money. Even no return policy of Amazon had made the things bad to worse.

Before buying go to store and have a look and decide. Dont just go by brands previous performance.

0.5 star.....",0
neutral, If you haven`t changed your mind by mid-June then you can have one  x,1
neutral,"1,Tuchscreen sum time bad working..
2,Camera night time poor quality
3,Speaker  vibration  sum time..",1
negative,I am samsung user customer. But I am not satisfied with this product because of it's a very poor mobile in all aspects .. fingerprint sensor is very poor .. battery life is 7 to 9 hours on normal use. I think samsung m 30 s is very gud product and worth for money. But samsung a50s very poor product. I think samsung lost their brand value. And amazon gives only 10 days replacement .. it is a drawback . Now I never use amazon shoping app and samsung mobile phones.,0
neutral,Worst product!--- volume button is not working properly and the overall perfomance  of the mobile is below average! Pathetic product! Please my dear customers don't buy this!And the return policy of Amazon is worst ever!They don't even respond to my return order!The worst product and disappointed with Amazon too!,1
negative,"Frequently henge.
Camea not good as expected.
Battery 6000 mah but only last 1 day.",0
positive,Excellent product,2
negative,"frds.... Please don't buy S-M20 its very very very worst mobile. I got problem with in 5 months hanging problem, very slow processing....",0
positive,"Camera and speed is fine but The phone UI not good , it is using more data with unwanted features",2
negative,"Phone is not up to the satisfaction.
Lots of technical issues.
Camera is not fit to be of 48MP as stated by the company.
Received  or dialled call directly going on hands free mode.
Totally upset by choosing this phone.",0
positive,Mobile fingrprint is very slow and flash light very dull.,2
neutral,to atl in the morning then back to Clemson,1
positive,"Must say that this Note series phone again meet
up to the expectations and prooves its value for money.",2
positive,"Camera quality awesome
Picture details 10/10
Awesome display
Touch senstivity too good.
Over all a best product under budget by #Samsung",2
positive,Nice product in reasonable price.,2
negative,"Facing a network issue with Airtel 4G SIM , No sound in incoming calls ,",0
neutral,"Not playing good pubg
 only 2 month old mobile hang mar raha hai
Slow motion mode not proper working",1
negative,RT @SupermanHotMale: Dr. Carson talking about race is like trump talking about money. #Wrong #GopDebates,0
negative,used it for month and now finding selfie camera awful with bad picture and not not even able to get support help.,0
neutral,Its decent in normal use cases but starts to lag if pushed with demanding apps,1
positive,very nice phone must buy it .....😀😀😀,2
positive,Very nice fingerprint reader camera focus perfect,2
positive,"I find the Samsung galaxy M30 excelling in all fields. Camera is good, browse real fast. I haven't used it for gaming. I don't want to use it either. Features are somewhat new to me but are good also.",2
positive,as per expected from Xiaomi but Miui ads are irritating somev times,2
neutral,Thik hain,1
negative,"Cheap product
Instead i wd hv bought iphone 3s",0
positive,Amazing phone,2
positive,This mobil is ok and I give to 5/5,2
positive,"Nice Product by Vivo, Excellent Phone. Only FM is Missing",2
negative,I got damage mobile kept complain let's c what they will do,0
negative,The phone  is heavy  to hold its feels like holding a iron  or rock. Pls don't  go for this add some more money and buy better  phones available,0
negative,Not good as I was thinking.. notification on off mode never show and some time hanging problem also.,0
negative,"Third class useless mobile, west of money, too much hang issue, and touch not responding  on many incoming calls,  have to lock and unlock to receive calls,
Overall worst experience of 10 k range mobile",0
positive,Battery life is good compare to other mobiles,2
positive,Very. Nice I like this thanks Amazon,2
positive, Its goin good takin it easy ths weekend  Im preparing for the big events comin up for me U girls INSPIRE me 2 do great things!!,2
positive,Not too much better,2
positive,It's awesome,2
positive,Assome phone,2
positive,Good camera,2
positive,Good,2
positive,Best in class . I love this PHONE to much . Great camera with great battery. Nice product.,2
neutral,Good,1
negative,Received a faulty product. Amazon didn't processed my return request,0
positive,Superb,2
negative,"Using this phone for more than 2 months now. Fingerprint sensor is useless does not work 95% of the time.
Performance is bad. Sluggish behaviour.",0
positive, http://twitpic.com/6714p - I feel really emotional  Its been great seeing your pics and keeping up with you.  Gonna m ...,2
negative,"The phone is crashed just after 20 days of use while downloading updates.
No able to start again. Showing a blue screen",0
positive,Good,2
